Retailer,Retailer ID,Invoice Date,Year,Month,Day,Region,State,City,Sales Method,Gender,Product,Price per Unit,Units Sold,Total Sales,Operating Margin,Operating Profit
Sports Direct,1128299,2021-07-12,2021,7,12,Southeast,Georgia,Atlanta,Online,Men, Athletic Footwear,51.0,173,8823,51,4500
Sports Direct,1128299,2021-07-12,2021,7,12,Southeast,Georgia,Atlanta,Online,Women, Street Footwear,50.0,137,6850,50,3425
Sports Direct,1128299,2021-07-12,2021,7,12,Southeast,Georgia,Atlanta,Online,Women, Athletic Footwear,46.0,128,5888,51,3003
Sports Direct,1128299,2021-07-12,2021,7,12,Southeast,Georgia,Atlanta,Online,Men, Apparel,54.0,138,7452,48,3577
Sports Direct,1128299,2021-07-12,2021,7,12,Southeast,Georgia,Atlanta,Online,Women, Apparel,67.0,143,9581,38,3641
Sports Direct,1128299,2021-08-13,2021,8,13,Southeast,Georgia,Atlanta,Online,Men, Street Footwear,53.0,182,9646,51,4919
Sports Direct,1128299,2021-08-13,2021,8,13,Southeast,Georgia,Atlanta,Online,Men, Athletic Footwear,58.0,175,10150,52,5278
Sports Direct,1128299,2021-08-13,2021,8,13,Southeast,Georgia,Atlanta,Online,Women, Street Footwear,54.0,150,8100,46,3726
Sports Direct,1128299,2021-08-13,2021,8,13,Southeast,Georgia,Atlanta,Online,Women, Athletic Footwear,53.0,113,5989,52,3114
Sports Direct,1128299,2021-08-13,2021,8,13,Southeast,Georgia,Atlanta,Online,Men, Apparel,60.0,126,7560,48,3629
Sports Direct,1128299,2021-08-13,2021,8,13,Southeast,Georgia,Atlanta,Online,Women, Apparel,68.0,119,8092,35,2832
Sports Direct,1128299,2021-09-14,2021,9,14,Southeast,Georgia,Atlanta,Online,Men, Street Footwear,43.0,180,7740,54,4180
Sports Direct,1128299,2021-09-14,2021,9,14,Southeast,Georgia,Atlanta,Online,Men, Athletic Footwear,47.0,156,7332,55,4033
Sports Direct,1128299,2021-09-14,2021,9,14,Southeast,Georgia,Atlanta,Online,Women, Street Footwear,42.0,135,5670,47,2665
Sports Direct,1128299,2021-09-14,2021,9,14,Southeast,Georgia,Atlanta,Online,Women, Athletic Footwear,43.0,120,5160,54,2786
Sports Direct,1128299,2021-09-14,2021,9,14,Southeast,Georgia,Atlanta,Online,Men, Apparel,54.0,100,5400,48,2592
Sports Direct,1128299,2021-09-14,2021,9,14,Southeast,Georgia,Atlanta,Online,Women, Apparel,59.0,131,7729,40,3092
Sports Direct,1128299,2021-10-13,2021,10,13,Southeast,Georgia,Atlanta,Online,Men, Street Footwear,42.0,131,5502,51,2806
Sports Direct,1128299,2021-10-13,2021,10,13,Southeast,Georgia,Atlanta,Online,Men, Athletic Footwear,47.0,142,6674,52,3470
Sports Direct,1128299,2021-10-13,2021,10,13,Southeast,Georgia,Atlanta,Online,Women, Street Footwear,42.0,105,4410,47,2073
Sports Direct,1128299,2021-10-13,2021,10,13,Southeast,Georgia,Atlanta,Online,Women, Athletic Footwear,44.0,88,3872,50,1936
Sports Direct,1128299,2021-10-13,2021,10,13,Southeast,Georgia,Atlanta,Online,Men, Apparel,50.0,90,4500,46,2070
Sports Direct,1128299,2021-10-13,2021,10,13,Southeast,Georgia,Atlanta,Online,Women, Apparel,64.0,102,6528,39,2546
Sports Direct,1128299,2021-11-13,2021,11,13,Southeast,Georgia,Atlanta,Online,Men, Street Footwear,51.0,137,6987,51,3563
Sports Direct,1128299,2021-11-13,2021,11,13,Southeast,Georgia,Atlanta,Online,Men, Athletic Footwear,58.0,173,10034,54,5418
Sports Direct,1128299,2021-11-13,2021,11,13,Southeast,Georgia,Atlanta,Online,Women, Street Footwear,54.0,115,6210,47,2919
Sports Direct,1128299,2021-11-13,2021,11,13,Southeast,Georgia,Atlanta,Online,Women, Athletic Footwear,51.0,116,5916,52,3076
Sports Direct,1128299,2021-11-13,2021,11,13,Southeast,Georgia,Atlanta,Online,Men, Apparel,60.0,102,6120,47,2876
Sports Direct,1128299,2021-11-13,2021,11,13,Southeast,Georgia,Atlanta,Online,Women, Apparel,65.0,124,8060,35,2821
Sports Direct,1128299,2021-12-12,2021,12,12,Southeast,Georgia,Atlanta,Online,Men, Street Footwear,50.0,203,10150,55,5583
Sports Direct,1128299,2021-12-12,2021,12,12,Southeast,Georgia,Atlanta,Online,Men, Athletic Footwear,58.0,189,10962,53,5810
Foot Locker,1128299,2021-12-12,2021,12,12,Southeast,Georgia,Atlanta,Online,Women, Street Footwear,53.0,138,7314,50,3657
Foot Locker,1128299,2021-12-12,2021,12,12,Southeast,Georgia,Atlanta,Online,Women, Athletic Footwear,51.0,128,6528,50,3264
Foot Locker,1128299,2021-12-12,2021,12,12,Southeast,Georgia,Atlanta,Online,Men, Apparel,64.0,116,7424,50,3712
Foot Locker,1128299,2021-12-12,2021,12,12,Southeast,Georgia,Atlanta,Online,Women, Apparel,64.0,135,8640,35,3024
Foot Locker,1185732,2021-01-09,2021,1,9,Southeast,Georgia,Atlanta,Online,Men, Street Footwear,39.0,256,9984,58,5791
Foot Locker,1185732,2021-01-09,2021,1,9,Southeast,Georgia,Atlanta,Online,Men, Athletic Footwear,37.0,206,7622,45,3430
Foot Locker,1185732,2021-01-09,2021,1,9,Southeast,Georgia,Atlanta,Online,Women, Street Footwear,29.0,248,7192,39,2805
Foot Locker,1185732,2021-01-09,2021,1,9,Southeast,Georgia,Atlanta,Online,Women, Athletic Footwear,34.0,203,6902,44,3037
Foot Locker,1185732,2021-01-09,2021,1,9,Southeast,Georgia,Atlanta,Online,Men, Apparel,47.0,189,8883,47,4175
Foot Locker,1185732,2021-01-09,2021,1,9,Southeast,Georgia,Atlanta,Online,Women, Apparel,37.0,239,8843,60,5306
Foot Locker,1185732,2021-02-07,2021,2,7,Southeast,Georgia,Atlanta,Online,Men, Street Footwear,38.0,312,11856,59,6995
Foot Locker,1185732,2021-02-07,2021,2,7,Southeast,Georgia,Atlanta,Online,Men, Athletic Footwear,39.0,218,8502,46,3911
Foot Locker,1185732,2021-02-07,2021,2,7,Southeast,Georgia,Atlanta,Online,Women, Street Footwear,29.0,217,6293,37,2328
Foot Locker,1185732,2021-02-07,2021,2,7,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,33.0,169,5577,45,2510
Foot Locker,1185732,2021-02-07,2021,2,7,Southeast,South Carolina,Charleston,Online,Men, Apparel,49.0,189,9261,47,4353
Foot Locker,1185732,2021-02-07,2021,2,7,Southeast,South Carolina,Charleston,Online,Women, Apparel,34.0,216,7344,65,4774
Foot Locker,1185732,2021-03-05,2021,3,5,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,33.0,265,8745,58,5072
Foot Locker,1185732,2021-03-05,2021,3,5,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,32.0,210,6720,49,3293
Foot Locker,1185732,2021-03-05,2021,3,5,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,24.0,181,4344,38,1651
Foot Locker,1185732,2021-03-05,2021,3,5,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,27.0,144,3888,42,1633
Foot Locker,1185732,2021-03-05,2021,3,5,Southeast,South Carolina,Charleston,Online,Men, Apparel,41.0,181,7421,48,3562
Foot Locker,1185732,2021-03-05,2021,3,5,Southeast,South Carolina,Charleston,Online,Women, Apparel,32.0,189,6048,63,3810
Foot Locker,1185732,2021-04-06,2021,4,6,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,33.0,283,9339,57,5323
Foot Locker,1185732,2021-04-06,2021,4,6,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,34.0,182,6188,46,2846
Foot Locker,1185732,2021-04-06,2021,4,6,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,24.0,182,4368,38,1660
Foot Locker,1185732,2021-04-06,2021,4,6,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,27.0,180,4860,43,2090
Foot Locker,1185732,2021-04-06,2021,4,6,Southeast,South Carolina,Charleston,Online,Men, Apparel,47.0,188,8836,50,4418
Foot Locker,1185732,2021-04-06,2021,4,6,Southeast,South Carolina,Charleston,Online,Women, Apparel,39.0,209,8151,63,5135
Foot Locker,1185732,2021-05-05,2021,5,5,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,48.0,282,13536,55,7445
Foot Locker,1185732,2021-05-05,2021,5,5,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,45.0,188,8460,45,3807
Foot Locker,1185732,2021-05-05,2021,5,5,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,41.0,210,8610,37,3186
Foot Locker,1185732,2021-05-05,2021,5,5,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,43.0,182,7826,42,3287
Foot Locker,1185732,2021-05-05,2021,5,5,Southeast,South Carolina,Charleston,Online,Men, Apparel,53.0,196,10388,50,5194
Foot Locker,1185732,2021-05-05,2021,5,5,Southeast,South Carolina,Charleston,Online,Women, Apparel,59.0,200,11800,60,7080
Foot Locker,1185732,2021-06-07,2021,6,7,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,51.0,273,13923,56,7797
Foot Locker,1185732,2021-06-07,2021,6,7,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,49.0,200,9800,45,4410
Foot Locker,1185732,2021-06-07,2021,6,7,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,47.0,209,9823,36,3536
Foot Locker,1185732,2021-06-07,2021,6,7,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,47.0,218,10246,45,4611
Foot Locker,1185732,2021-06-07,2021,6,7,Southeast,South Carolina,Charleston,Online,Men, Apparel,62.0,195,12090,45,5441
Foot Locker,1185732,2021-06-07,2021,6,7,Southeast,South Carolina,Charleston,Online,Women, Apparel,65.0,250,16250,64,10400
Foot Locker,1185732,2021-07-05,2021,7,5,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,63.0,311,19593,59,11560
Foot Locker,1185732,2021-07-05,2021,7,5,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,58.0,270,15660,49,7673
Foot Locker,1185732,2021-07-05,2021,7,5,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,51.0,248,12648,36,4553
Foot Locker,1185732,2021-07-05,2021,7,5,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,52.0,202,10504,42,4412
Foot Locker,1185732,2021-07-05,2021,7,5,Southeast,South Carolina,Charleston,Online,Men, Apparel,64.0,240,15360,45,6912
Foot Locker,1185732,2021-07-05,2021,7,5,Southeast,South Carolina,Charleston,Online,Women, Apparel,66.0,244,16104,65,10468
Foot Locker,1185732,2021-08-06,2021,8,6,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,62.0,326,20212,57,11521
Foot Locker,1185732,2021-08-06,2021,8,6,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,54.0,243,13122,49,6430
Foot Locker,1185732,2021-08-06,2021,8,6,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,50.0,231,11550,40,4620
Foot Locker,1185732,2021-08-06,2021,8,6,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,44.0,233,10252,41,4203
Foot Locker,1185732,2021-08-06,2021,8,6,Southeast,South Carolina,Charleston,Online,Men, Apparel,51.0,225,11475,46,5279
Foot Locker,1185732,2021-08-06,2021,8,6,Southeast,South Carolina,Charleston,Online,Women, Apparel,58.0,278,16124,61,9836
Foot Locker,1185732,2021-09-05,2021,9,5,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,51.0,287,14637,58,8489
Foot Locker,1185732,2021-09-05,2021,9,5,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,48.0,223,10704,48,5138
Foot Locker,1185732,2021-09-05,2021,9,5,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,38.0,196,7448,39,2905
Foot Locker,1185732,2021-09-05,2021,9,5,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,39.0,210,8190,40,3276
Foot Locker,1185732,2021-09-05,2021,9,5,Southeast,South Carolina,Charleston,Online,Men, Apparel,48.0,175,8400,46,3864
Foot Locker,1185732,2021-09-05,2021,9,5,Southeast,South Carolina,Charleston,Online,Women, Apparel,52.0,232,12064,60,7238
Foot Locker,1185732,2021-10-07,2021,10,7,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,50.0,244,12200,60,7320
Foot Locker,1185732,2021-10-07,2021,10,7,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,42.0,208,8736,50,4368
Foot Locker,1185732,2021-10-07,2021,10,7,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,41.0,176,7216,39,2814
Foot Locker,1185732,2021-10-07,2021,10,7,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,41.0,176,7216,40,2886
Foot Locker,1185732,2021-10-07,2021,10,7,Southeast,South Carolina,Charleston,Online,Men, Apparel,52.0,189,9828,48,4717
Foot Locker,1185732,2021-10-07,2021,10,7,Southeast,South Carolina,Charleston,Online,Women, Apparel,56.0,225,12600,65,8190
Foot Locker,1185732,2021-11-06,2021,11,6,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,50.0,278,13900,57,7923
Foot Locker,1185732,2021-11-06,2021,11,6,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,44.0,188,8272,45,3722
Foot Locker,1185732,2021-11-06,2021,11,6,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,43.0,202,8686,35,3040
Foot Locker,1185732,2021-11-06,2021,11,6,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,53.0,225,11925,42,5009
Foot Locker,1185732,2021-11-06,2021,11,6,Southeast,South Carolina,Charleston,Online,Men, Apparel,66.0,196,12936,47,6080
Foot Locker,1185732,2021-11-06,2021,11,6,Southeast,South Carolina,Charleston,Online,Women, Apparel,74.0,206,15244,63,9604
Foot Locker,1185732,2021-12-05,2021,12,5,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,67.0,290,19430,60,11658
Foot Locker,1185732,2021-12-05,2021,12,5,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,58.0,219,12702,45,5716
Sports Direct,1185732,2021-12-05,2021,12,5,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,56.0,215,12040,35,4214
Sports Direct,1185732,2021-12-05,2021,12,5,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,59.0,194,11446,45,5151
Sports Direct,1185732,2021-12-05,2021,12,5,Southeast,South Carolina,Charleston,Online,Men, Apparel,66.0,225,14850,45,6683
Sports Direct,1185732,2021-12-05,2021,12,5,Southeast,South Carolina,Charleston,Online,Women, Apparel,68.0,228,15504,60,9302
Sports Direct,1185732,2021-01-06,2021,1,6,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,33.0,231,7623,50,3812
Sports Direct,1185732,2021-01-06,2021,1,6,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,34.0,181,6154,50,3077
Sports Direct,1185732,2021-01-06,2021,1,6,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,24.0,189,4536,54,2449
Sports Direct,1185732,2021-01-06,2021,1,6,Southeast,South Carolina,Charleston,Online,Women, Athletic Footwear,29.0,173,5017,55,2759
Sports Direct,1185732,2021-01-06,2021,1,6,Southeast,South Carolina,Charleston,Online,Men, Apparel,42.0,156,6552,46,3014
Sports Direct,1185732,2021-01-06,2021,1,6,Southeast,South Carolina,Charleston,Online,Women, Apparel,34.0,196,6664,64,4265
Sports Direct,1185732,2021-02-04,2021,2,4,Southeast,South Carolina,Charleston,Online,Men, Street Footwear,34.0,263,8942,50,4471
Sports Direct,1185732,2021-02-04,2021,2,4,Southeast,South Carolina,Charleston,Online,Men, Athletic Footwear,34.0,188,6392,48,3068
Sports Direct,1185732,2021-02-04,2021,2,4,Southeast,South Carolina,Charleston,Online,Women, Street Footwear,23.0,169,3887,55,2138
Sports Direct,1185732,2021-02-04,2021,2,4,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,29.0,142,4118,50,2059
Sports Direct,1185732,2021-02-04,2021,2,4,Southeast,North Carolina,Charlotte,Online,Men, Apparel,44.0,180,7920,50,3960
Sports Direct,1185732,2021-02-04,2021,2,4,Southeast,North Carolina,Charlotte,Online,Women, Apparel,29.0,203,5887,60,3532
Sports Direct,1185732,2021-03-02,2021,3,2,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,28.0,276,7728,54,4173
Sports Direct,1185732,2021-03-02,2021,3,2,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,29.0,150,4350,45,1958
Sports Direct,1185732,2021-03-02,2021,3,2,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,19.0,181,3439,52,1788
Sports Direct,1185732,2021-03-02,2021,3,2,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,25.0,124,3100,54,1674
Sports Direct,1185732,2021-03-02,2021,3,2,Southeast,North Carolina,Charlotte,Online,Men, Apparel,37.0,158,5846,45,2631
Sports Direct,1185732,2021-03-02,2021,3,2,Southeast,North Carolina,Charlotte,Online,Women, Apparel,27.0,169,4563,62,2829
Sports Direct,1185732,2021-04-03,2021,4,3,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,27.0,263,7101,54,3835
Sports Direct,1185732,2021-04-03,2021,4,3,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,28.0,155,4340,47,2040
Sports Direct,1185732,2021-04-03,2021,4,3,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,20.0,144,2880,55,1584
Sports Direct,1185732,2021-04-03,2021,4,3,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,24.0,140,3360,54,1814
Sports Direct,1185732,2021-04-03,2021,4,3,Southeast,North Carolina,Charlotte,Online,Men, Apparel,42.0,131,5502,50,2751
Sports Direct,1185732,2021-04-03,2021,4,3,Southeast,North Carolina,Charlotte,Online,Women, Apparel,32.0,189,6048,61,3689
Sports Direct,1185732,2021-05-02,2021,5,2,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,41.0,246,10086,55,5547
Sports Direct,1185732,2021-05-02,2021,5,2,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,42.0,182,7644,46,3516
Sports Direct,1185732,2021-05-02,2021,5,2,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,37.0,169,6253,53,3314
Sports Direct,1185732,2021-05-02,2021,5,2,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,38.0,150,5700,54,3078
Sports Direct,1185732,2021-05-02,2021,5,2,Southeast,North Carolina,Charlotte,Online,Men, Apparel,46.0,150,6900,49,3381
Sports Direct,1185732,2021-05-02,2021,5,2,Southeast,North Carolina,Charlotte,Online,Women, Apparel,51.0,203,10353,62,6419
Sports Direct,1185732,2021-06-04,2021,6,4,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,46.0,238,10948,55,6021
Sports Direct,1185732,2021-06-04,2021,6,4,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,42.0,182,7644,47,3593
Sports Direct,1185732,2021-06-04,2021,6,4,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,47.0,169,7943,54,4289
Sports Direct,1185732,2021-06-04,2021,6,4,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,49.0,169,8281,51,4223
Sports Direct,1185732,2021-06-04,2021,6,4,Southeast,North Carolina,Charlotte,Online,Men, Apparel,61.0,163,9943,49,4872
Sports Direct,1185732,2021-06-04,2021,6,4,Southeast,North Carolina,Charlotte,Online,Women, Apparel,67.0,231,15477,60,9286
Sports Direct,1185732,2021-07-02,2021,7,2,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,60.0,294,17640,50,8820
Sports Direct,1185732,2021-07-02,2021,7,2,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,58.0,224,12992,50,6496
Sports Direct,1185732,2021-07-02,2021,7,2,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,53.0,196,10388,55,5713
Sports Direct,1185732,2021-07-02,2021,7,2,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,52.0,203,10556,51,5384
Sports Direct,1185732,2021-07-02,2021,7,2,Southeast,North Carolina,Charlotte,Online,Men, Apparel,59.0,182,10738,49,5262
Sports Direct,1185732,2021-07-02,2021,7,2,Southeast,North Carolina,Charlotte,Online,Women, Apparel,64.0,263,16832,63,10604
Sports Direct,1185732,2021-08-03,2021,8,3,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,61.0,308,18788,53,9958
Sports Direct,1185732,2021-08-03,2021,8,3,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,58.0,200,11600,45,5220
Sports Direct,1185732,2021-08-03,2021,8,3,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,54.0,210,11340,53,6010
Sports Direct,1185732,2021-08-03,2021,8,3,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,44.0,182,8008,53,4244
Sports Direct,1185732,2021-08-03,2021,8,3,Southeast,North Carolina,Charlotte,Online,Men, Apparel,53.0,176,9328,48,4477
Sports Direct,1185732,2021-08-03,2021,8,3,Southeast,North Carolina,Charlotte,Online,Women, Apparel,54.0,231,12474,64,7983
Sports Direct,1185732,2021-09-02,2021,9,2,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,53.0,250,13250,52,6890
Sports Direct,1185732,2021-09-02,2021,9,2,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,49.0,181,8869,50,4435
Sports Direct,1185732,2021-09-02,2021,9,2,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,28.0,175,4900,51,2499
Sports Direct,1185732,2021-09-02,2021,9,2,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,28.0,150,4200,50,2100
Sports Direct,1185732,2021-09-02,2021,9,2,Southeast,North Carolina,Charlotte,Online,Men, Apparel,38.0,156,5928,46,2727
Sports Direct,1185732,2021-09-02,2021,9,2,Southeast,North Carolina,Charlotte,Online,Women, Apparel,41.0,203,8323,61,5077
Sports Direct,1185732,2021-10-04,2021,10,4,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,42.0,245,10290,54,5557
Sports Direct,1185732,2021-10-04,2021,10,4,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,33.0,196,6468,46,2975
Sports Direct,1185732,2021-10-04,2021,10,4,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,34.0,150,5100,51,2601
Sports Direct,1185732,2021-10-04,2021,10,4,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,34.0,160,5440,54,2938
Sports Direct,1185732,2021-10-04,2021,10,4,Southeast,North Carolina,Charlotte,Online,Men, Apparel,42.0,149,6258,47,2941
Sports Direct,1185732,2021-10-04,2021,10,4,Southeast,North Carolina,Charlotte,Online,Women, Apparel,48.0,176,8448,63,5322
Sports Direct,1185732,2021-11-03,2021,11,3,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,44.0,215,9460,55,5203
Sports Direct,1185732,2021-11-03,2021,11,3,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,32.0,195,6240,47,2933
Sports Direct,1185732,2021-11-03,2021,11,3,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,38.0,167,6346,54,3427
Sports Direct,1185732,2021-11-03,2021,11,3,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,55.0,163,8965,51,4572
Sports Direct,1185732,2021-11-03,2021,11,3,Southeast,North Carolina,Charlotte,Online,Men, Apparel,72.0,163,11736,49,5751
Sports Direct,1185732,2021-11-03,2021,11,3,Southeast,North Carolina,Charlotte,Online,Women, Apparel,72.0,210,15120,64,9677
Sports Direct,1185732,2021-12-02,2021,12,2,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,64.0,244,15616,51,7964
Sports Direct,1185732,2021-12-02,2021,12,2,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,55.0,202,11110,45,5000
Amazon,1185732,2021-12-02,2021,12,2,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,55.0,218,11990,51,6115
Amazon,1185732,2021-12-02,2021,12,2,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,55.0,196,10780,54,5821
Amazon,1185732,2021-12-02,2021,12,2,Southeast,North Carolina,Charlotte,Online,Men, Apparel,65.0,169,10985,49,5383
Amazon,1185732,2021-12-02,2021,12,2,Southeast,North Carolina,Charlotte,Online,Women, Apparel,69.0,225,15525,65,10091
Amazon,1185732,2021-01-13,2021,1,13,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,32.0,194,6208,52,3228
Amazon,1185732,2021-01-13,2021,1,13,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,33.0,150,4950,50,2475
Amazon,1185732,2021-01-13,2021,1,13,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,24.0,167,4008,54,2164
Amazon,1185732,2021-01-13,2021,1,13,Southeast,North Carolina,Charlotte,Online,Women, Athletic Footwear,29.0,123,3567,52,1855
Amazon,1185732,2021-01-13,2021,1,13,Southeast,North Carolina,Charlotte,Online,Men, Apparel,44.0,128,5632,50,2816
Amazon,1185732,2021-01-13,2021,1,13,Southeast,North Carolina,Charlotte,Online,Women, Apparel,32.0,173,5536,65,3598
Amazon,1185732,2021-02-11,2021,2,11,Southeast,North Carolina,Charlotte,Online,Men, Street Footwear,32.0,231,7392,50,3696
Amazon,1185732,2021-02-11,2021,2,11,Southeast,North Carolina,Charlotte,Online,Men, Athletic Footwear,33.0,143,4719,50,2360
Amazon,1185732,2021-02-11,2021,2,11,Southeast,North Carolina,Charlotte,Online,Women, Street Footwear,23.0,158,3634,50,1817
Amazon,1185732,2021-02-11,2021,2,11,Midwest,Ohio,Columbus,Online,Women, Athletic Footwear,29.0,101,2929,50,1465
Amazon,1185732,2021-02-11,2021,2,11,Midwest,Ohio,Columbus,Online,Men, Apparel,41.0,122,5002,46,2301
Amazon,1185732,2021-02-11,2021,2,11,Midwest,Ohio,Columbus,Online,Women, Apparel,29.0,143,4147,61,2530
Amazon,1185732,2021-03-09,2021,3,9,Midwest,Ohio,Columbus,Online,Men, Street Footwear,27.0,231,6237,52,3243
Amazon,1185732,2021-03-09,2021,3,9,Midwest,Ohio,Columbus,Online,Men, Athletic Footwear,27.0,126,3402,45,1531
Amazon,1185732,2021-03-09,2021,3,9,Midwest,Ohio,Columbus,Online,Women, Street Footwear,20.0,124,2480,53,1314
Amazon,1185732,2021-03-09,2021,3,9,Midwest,Ohio,Columbus,Online,Women, Athletic Footwear,24.0,98,2352,52,1223
Amazon,1185732,2021-03-09,2021,3,9,Midwest,Ohio,Columbus,Online,Men, Apparel,37.0,113,4181,49,2049
Amazon,1185732,2021-03-09,2021,3,9,Midwest,Ohio,Columbus,Online,Women, Apparel,28.0,128,3584,61,2186
Amazon,1185732,2021-04-10,2021,4,10,Midwest,Ohio,Columbus,Online,Men, Street Footwear,28.0,218,6104,55,3357
Amazon,1185732,2021-04-10,2021,4,10,Midwest,Ohio,Columbus,Online,Men, Athletic Footwear,28.0,111,3108,49,1523
Amazon,1185732,2021-04-10,2021,4,10,Midwest,Ohio,Columbus,Online,Women, Street Footwear,19.0,106,2014,53,1067
Amazon,1185732,2021-04-10,2021,4,10,Midwest,Ohio,Columbus,Online,Women, Athletic Footwear,24.0,102,2448,50,1224
Amazon,1185732,2021-04-10,2021,4,10,Midwest,Ohio,Columbus,Online,Men, Apparel,42.0,101,4242,47,1994
Amazon,1185732,2021-04-10,2021,4,10,Midwest,Ohio,Columbus,Online,Women, Apparel,34.0,137,4658,65,3028
Amazon,1185732,2021-05-09,2021,5,9,Midwest,Ohio,Columbus,Online,Men, Street Footwear,42.0,207,8694,50,4347
